combo_label,n_total,n_graded,n_ungraded,wins,losses,pushes,hit_rate_pct,hit_rate_ci95_low,hit_rate_ci95_high,roi_pct,roi_ci95_low,roi_ci95_high,profit_units,stake_units,balanced_score,devig_grd,devig_roi,onesided_std_grd,onesided_std_roi,onesided_alt_grd,onesided_alt_roi
HR20=90 CV<==0.4,0,0,0,0,0,0,,,,,,,0.0,0.0,,0,,0,,0,
HR20=90 CV<==0.5,0,0,0,0,0,0,,,,,,,0.0,0.0,,0,,0,,0,
HR20=90 CV<==0.6,0,0,0,0,0,0,,,,,,,0.0,0.0,,0,,0,,0,
HR20=90 CV<==0.7,0,0,0,0,0,0,,,,,,,0.0,0.0,,0,,0,,0,
HR20=90 CV<==0.8,0,0,0,0,0,0,,,,,,,0.0,0.0,,0,,0,,0,
HR20=90 CV<==0.9,0,0,0,0,0,0,,,,,,,0.0,0.0,,0,,0,,0,
HR20=90 CV<==1.0,0,0,0,0,0,0,,,,,,,0.0,0.0,,0,,0,,0,
HR20=90 CV<==1.1,0,0,0,0,0,0,,,,,,,0.0,0.0,,0,,0,,0,
HR20=85 CV<==0.4,0,0,0,0,0,0,,,,,,,0.0,0.0,,0,,0,,0,
HR20=85 CV<==0.5,0,0,0,0,0,0,,,,,,,0.0,0.0,,0,,0,,0,
HR20=85 CV<==0.6,0,0,0,0,0,0,,,,,,,0.0,0.0,,0,,0,,0,
HR20=85 CV<==0.7,0,0,0,0,0,0,,,,,,,0.0,0.0,,0,,0,,0,
HR20=85 CV<==0.8,0,0,0,0,0,0,,,,,,,0.0,0.0,,0,,0,,0,
HR20=85 CV<==0.9,0,0,0,0,0,0,,,,,,,0.0,0.0,,0,,0,,0,
HR20=85 CV<==1.0,0,0,0,0,0,0,,,,,,,0.0,0.0,,0,,0,,0,
HR20=85 CV<==1.1,0,0,0,0,0,0,,,,,,,0.0,0.0,,0,,0,,0,
HR20=80 CV<==0.4,0,0,0,0,0,0,,,,,,,0.0,0.0,,0,,0,,0,
HR20=80 CV<==0.5,0,0,0,0,0,0,,,,,,,0.0,0.0,,0,,0,,0,
HR20=80 CV<==0.6,0,0,0,0,0,0,,,,,,,0.0,0.0,,0,,0,,0,
HR20=80 CV<==0.7,3,3,0,2,1,0,66.67,20.77,93.85,14.99,-100.0,90.91,0.4496,3.0,,3,14.99,0,,0,
HR20=80 CV<==0.8,3,3,0,2,1,0,66.67,20.77,93.85,14.99,-100.0,90.91,0.4496,3.0,,3,14.99,0,,0,
HR20=80 CV<==0.9,3,3,0,2,1,0,66.67,20.77,93.85,14.99,-100.0,90.91,0.4496,3.0,,3,14.99,0,,0,
HR20=80 CV<==1.0,3,3,0,2,1,0,66.67,20.77,93.85,14.99,-100.0,90.91,0.4496,3.0,,3,14.99,0,,0,
HR20=80 CV<==1.1,3,3,0,2,1,0,66.67,20.77,93.85,14.99,-100.0,90.91,0.4496,3.0,,3,14.99,0,,0,
HR20=75 CV<==0.4,0,0,0,0,0,0,,,,,,,0.0,0.0,,0,,0,,0,
HR20=75 CV<==0.5,0,0,0,0,0,0,,,,,,,0.0,0.0,,0,,0,,0,
HR20=75 CV<==0.6,0,0,0,0,0,0,,,,,,,0.0,0.0,,0,,0,,0,
HR20=75 CV<==0.7,3,3,0,2,1,0,66.67,20.77,93.85,14.99,-100.0,90.91,0.4496,3.0,,3,14.99,0,,0,
HR20=75 CV<==0.8,3,3,0,2,1,0,66.67,20.77,93.85,14.99,-100.0,90.91,0.4496,3.0,,3,14.99,0,,0,
HR20=75 CV<==0.9,3,3,0,2,1,0,66.67,20.77,93.85,14.99,-100.0,90.91,0.4496,3.0,,3,14.99,0,,0,
HR20=75 CV<==1.0,3,3,0,2,1,0,66.67,20.77,93.85,14.99,-100.0,90.91,0.4496,3.0,,3,14.99,0,,0,
HR20=75 CV<==1.1,3,3,0,2,1,0,66.67,20.77,93.85,14.99,-100.0,90.91,0.4496,3.0,,3,14.99,0,,0,
HR20=70 CV<==0.4,0,0,0,0,0,0,,,,,,,0.0,0.0,,0,,0,,0,
HR20=70 CV<==0.5,0,0,0,0,0,0,,,,,,,0.0,0.0,,0,,0,,0,
HR20=70 CV<==0.6,0,0,0,0,0,0,,,,,,,0.0,0.0,,0,,0,,0,
HR20=70 CV<==0.7,3,3,0,2,1,0,66.67,20.77,93.85,14.99,-100.0,90.91,0.4496,3.0,,3,14.99,0,,0,
HR20=70 CV<==0.8,3,3,0,2,1,0,66.67,20.77,93.85,14.99,-100.0,90.91,0.4496,3.0,,3,14.99,0,,0,
HR20=70 CV<==0.9,3,3,0,2,1,0,66.67,20.77,93.85,14.99,-100.0,90.91,0.4496,3.0,,3,14.99,0,,0,
HR20=70 CV<==1.0,3,3,0,2,1,0,66.67,20.77,93.85,14.99,-100.0,90.91,0.4496,3.0,,3,14.99,0,,0,
HR20=70 CV<==1.1,3,3,0,2,1,0,66.67,20.77,93.85,14.99,-100.0,90.91,0.4496,3.0,,3,14.99,0,,0,
HR20=65 CV<==0.4,0,0,0,0,0,0,,,,,,,0.0,0.0,,0,,0,,0,
HR20=65 CV<==0.5,0,0,0,0,0,0,,,,,,,0.0,0.0,,0,,0,,0,
HR20=65 CV<==0.6,0,0,0,0,0,0,,,,,,,0.0,0.0,,0,,0,,0,
HR20=65 CV<==0.7,3,3,0,2,1,0,66.67,20.77,93.85,14.99,-100.0,90.91,0.4496,3.0,,3,14.99,0,,0,
HR20=65 CV<==0.8,3,3,0,2,1,0,66.67,20.77,93.85,14.99,-100.0,90.91,0.4496,3.0,,3,14.99,0,,0,
HR20=65 CV<==0.9,5,4,1,3,1,0,75.0,30.06,95.44,21.24,-61.49,78.18,0.8496,4.0,,4,21.24,0,,0,
HR20=65 CV<==1.0,7,6,1,4,2,0,66.67,30.0,90.32,15.83,-53.33,81.81,0.9496,6.0,,6,15.83,0,,0,
HR20=65 CV<==1.1,7,6,1,4,2,0,66.67,30.0,90.32,15.83,-53.33,81.81,0.9496,6.0,,6,15.83,0,,0,
HR20=60 CV<==0.4,0,0,0,0,0,0,,,,,,,0.0,0.0,,0,,0,,0,
HR20=60 CV<==0.5,0,0,0,0,0,0,,,,,,,0.0,0.0,,0,,0,,0,
HR20=60 CV<==0.6,0,0,0,0,0,0,,,,,,,0.0,0.0,,0,,0,,0,
HR20=60 CV<==0.7,3,3,0,2,1,0,66.67,20.77,93.85,14.99,-100.0,90.91,0.4496,3.0,,3,14.99,0,,0,
