combo_label,n_total,n_graded,n_ungraded,wins,losses,pushes,hit_rate_pct,hit_rate_ci95_low,hit_rate_ci95_high,roi_pct,roi_ci95_low,roi_ci95_high,profit_units,stake_units,balanced_score,devig_grd,devig_roi,onesided_std_grd,onesided_std_roi,onesided_alt_grd,onesided_alt_roi
HR20=90 CV<==0.4,0,0,0,0,0,0,,,,,,,0.0,0.0,,0,,0,,0,
HR20=90 CV<==0.5,2,2,0,2,0,0,100.0,34.24,100.0,45.24,40.49,50.0,0.9049,2.0,,0,,2,45.24,0,
HR20=90 CV<==0.6,2,2,0,2,0,0,100.0,34.24,100.0,45.24,40.49,50.0,0.9049,2.0,,0,,2,45.24,0,
HR20=90 CV<==0.7,16,15,1,11,4,0,73.33,48.05,89.1,6.16,-24.19,35.99,0.9239,15.0,,0,,15,6.16,0,
HR20=90 CV<==0.8,18,16,2,12,4,0,75.0,50.5,89.82,9.23,-26.75,37.16,1.4764,16.0,,0,,16,9.23,0,
HR20=90 CV<==0.9,18,16,2,12,4,0,75.0,50.5,89.82,9.23,-26.75,37.16,1.4764,16.0,,0,,16,9.23,0,
HR20=90 CV<==1.0,18,16,2,12,4,0,75.0,50.5,89.82,9.23,-26.75,37.16,1.4764,16.0,,0,,16,9.23,0,
HR20=90 CV<==1.1,18,16,2,12,4,0,75.0,50.5,89.82,9.23,-26.75,37.16,1.4764,16.0,,0,,16,9.23,0,
HR20=85 CV<==0.4,0,0,0,0,0,0,,,,,,,0.0,0.0,,0,,0,,0,
HR20=85 CV<==0.5,2,2,0,2,0,0,100.0,34.24,100.0,45.24,40.49,50.0,0.9049,2.0,,0,,2,45.24,0,
HR20=85 CV<==0.6,7,7,0,3,4,0,42.86,15.82,74.95,-38.61,-80.11,5.6,-2.703,7.0,,0,,7,-38.61,0,
HR20=85 CV<==0.7,33,29,4,17,12,0,58.62,40.74,74.49,-15.81,-41.01,10.12,-4.5854,29.0,,0,,29,-15.81,0,
HR20=85 CV<==0.8,41,35,6,21,14,0,60.0,43.57,74.45,-13.26,-37.79,8.64,-4.6423,35.0,,0,,35,-13.26,0,
HR20=85 CV<==0.9,41,35,6,21,14,0,60.0,43.57,74.45,-13.26,-37.79,8.64,-4.6423,35.0,,0,,35,-13.26,0,
HR20=85 CV<==1.0,47,40,7,24,16,0,60.0,44.6,73.65,-13.22,-34.25,6.11,-5.2885,40.0,,0,,40,-13.22,0,
HR20=85 CV<==1.1,47,40,7,24,16,0,60.0,44.6,73.65,-13.22,-34.25,6.11,-5.2885,40.0,,0,,40,-13.22,0,
HR20=80 CV<==0.4,0,0,0,0,0,0,,,,,,,0.0,0.0,,0,,0,,0,
HR20=80 CV<==0.5,5,5,0,5,0,0,100.0,56.55,100.0,41.0,37.03,45.63,2.0499,5.0,,0,,5,41.0,0,
HR20=80 CV<==0.6,21,18,3,12,6,0,66.67,43.75,83.72,-6.67,-37.69,23.01,-1.2012,18.0,,0,,18,-6.67,0,
HR20=80 CV<==0.7,68,58,10,38,20,0,65.52,52.67,76.44,-6.08,-25.2,11.52,-3.5278,58.0,0.309,0,,58,-6.08,0,
HR20=80 CV<==0.8,85,72,13,46,26,0,63.89,52.35,74.02,-8.14,-24.95,7.58,-5.8637,72.0,0.2742,0,,72,-8.14,0,
HR20=80 CV<==0.9,87,74,13,46,28,0,62.16,50.77,72.35,-10.63,-26.39,5.7,-7.8637,74.0,0.2286,0,,74,-10.63,0,
HR20=80 CV<==1.0,102,88,14,56,32,0,63.64,53.21,72.92,-8.57,-23.13,5.16,-7.541,88.0,0.2739,0,,88,-8.57,0,
HR20=80 CV<==1.1,102,88,14,56,32,0,63.64,53.21,72.92,-8.57,-23.13,5.16,-7.541,88.0,0.2739,0,,88,-8.57,0,
HR20=75 CV<==0.4,0,0,0,0,0,0,,,,,,,0.0,0.0,,0,,0,,0,
HR20=75 CV<==0.5,6,6,0,6,0,0,100.0,60.97,100.0,39.89,36.25,44.57,2.3935,6.0,,0,,6,39.89,0,
HR20=75 CV<==0.6,27,24,3,17,7,0,70.83,50.83,85.09,-1.05,-29.78,23.09,-0.2525,24.0,,0,,24,-1.05,0,
HR20=75 CV<==0.7,98,83,15,58,25,0,69.88,59.31,78.69,1.39,-13.23,14.68,1.154,83.0,0.4493,0,,83,1.39,0,
HR20=75 CV<==0.8,132,111,21,76,35,0,68.47,59.33,76.37,-0.22,-12.37,13.8,-0.2467,111.0,0.428,0,,111,-0.22,0,
HR20=75 CV<==0.9,161,138,23,91,47,0,65.94,57.7,73.32,-2.37,-14.92,9.51,-3.2701,138.0,0.3869,0,,138,-2.37,0,
HR20=75 CV<==1.0,191,164,27,108,56,0,65.85,58.31,72.67,-2.68,-13.31,8.04,-4.4033,164.0,0.3942,0,,164,-2.68,0,
HR20=75 CV<==1.1,195,168,27,110,58,0,65.48,58.01,72.25,-3.27,-14.17,7.23,-5.4879,168.0,0.3855,0,,168,-3.27,0,
HR20=70 CV<==0.4,0,0,0,0,0,0,,,,,,,0.0,0.0,,0,,0,,0,
HR20=70 CV<==0.5,6,6,0,6,0,0,100.0,60.97,100.0,39.89,36.25,44.57,2.3935,6.0,,0,,6,39.89,0,
HR20=70 CV<==0.6,31,28,3,21,7,0,75.0,56.64,87.32,4.8,-20.23,25.17,1.3442,28.0,,0,,28,4.8,0,
HR20=70 CV<==0.7,139,117,22,80,37,0,68.38,59.48,76.1,0.64,-12.06,12.93,0.7528,117.0,0.4381,0,,117,0.64,0,
HR20=70 CV<==0.8,201,170,31,115,55,0,67.65,60.29,74.22,0.69,-9.48,10.5,1.172,170.0,0.4531,0,,170,0.69,0,
HR20=70 CV<==0.9,250,213,37,140,73,0,65.73,59.13,71.77,-1.44,-10.91,8.4,-3.0644,213.0,0.4269,0,,213,-1.44,0,
HR20=70 CV<==1.0,325,279,46,187,92,0,67.03,61.31,72.28,0.5,-7.86,8.49,1.3947,279.0,0.4919,0,,279,0.5,0,
HR20=70 CV<==1.1,342,294,48,192,102,0,65.31,59.7,70.52,-2.12,-10.19,5.74,-6.2448,294.0,0.4508,0,,294,-2.12,0,
HR20=65 CV<==0.4,10,9,1,5,4,0,55.56,26.66,81.12,13.55,-54.22,83.33,1.2197,9.0,,0,,9,13.55,0,
HR20=65 CV<==0.5,17,16,1,11,5,0,68.75,44.4,85.84,16.33,-23.97,56.96,2.6132,16.0,,0,,16,16.33,0,
HR20=65 CV<==0.6,43,39,4,27,12,0,69.23,53.58,81.43,5.72,-16.76,28.51,2.2306,39.0,,0,,39,5.72,0,
HR20=65 CV<==0.7,182,156,26,102,54,0,65.38,57.63,72.4,-1.49,-12.23,9.81,-2.3314,156.0,0.3967,0,,156,-1.49,0,
HR20=65 CV<==0.8,281,242,39,153,89,0,63.22,56.99,69.05,-3.68,-13.25,5.35,-8.9068,242.0,0.386,0,,242,-3.68,0,
HR20=65 CV<==0.9,368,319,49,205,114,0,64.26,58.86,69.32,-2.11,-10.8,6.11,-6.7338,319.0,0.4489,0,,319,-2.11,0,
HR20=65 CV<==1.0,514,448,66,295,153,0,65.85,61.34,70.09,0.72,-5.8,7.08,3.2416,448.0,0.5544,0,,448,0.72,0,
HR20=65 CV<==1.1,550,480,70,313,167,0,65.21,60.84,69.33,-0.31,-6.81,6.41,-1.4737,480.0,0.537,0,,480,-0.31,0,
HR20=60 CV<==0.4,10,9,1,5,4,0,55.56,26.66,81.12,13.55,-54.22,83.33,1.2197,9.0,,0,,9,13.55,0,
HR20=60 CV<==0.5,26,25,1,14,11,0,56.0,37.07,73.33,-6.19,-39.35,27.85,-1.5484,25.0,,0,,25,-6.19,0,
HR20=60 CV<==0.6,52,48,4,30,18,0,62.5,48.36,74.78,-4.02,-26.38,17.36,-1.9311,48.0,,0,,48,-4.02,0,
HR20=60 CV<==0.7,214,188,26,116,72,0,61.7,54.58,68.35,-6.48,-16.69,3.78,-12.1909,188.0,0.315,0,,188,-6.48,0,
HR20=60 CV<==0.8,320,279,41,169,110,0,60.57,54.73,66.13,-7.4,-16.54,1.59,-20.6451,279.0,0.3321,0,,279,-7.4,0,
HR20=60 CV<==0.9,445,386,59,238,148,0,61.66,56.72,66.37,-5.35,-13.42,2.27,-20.6424,386.0,0.4138,0,,386,-5.35,0,
HR20=60 CV<==1.0,647,563,84,357,206,0,63.41,59.35,67.29,-2.52,-8.93,3.98,-14.1697,563.0,0.4924,0,,563,-2.52,0,
HR20=60 CV<==1.1,701,610,91,384,226,0,62.95,59.05,66.69,-3.23,-9.06,2.59,-19.6773,610.0,0.4796,0,,610,-3.23,0,
HR20=55 CV<==0.4,10,9,1,5,4,0,55.56,26.66,81.12,13.55,-54.22,83.33,1.2197,9.0,,0,,9,13.55,0,
HR20=55 CV<==0.5,26,25,1,14,11,0,56.0,37.07,73.33,-6.19,-39.35,27.85,-1.5484,25.0,,0,,25,-6.19,0,
HR20=55 CV<==0.6,58,54,4,31,23,0,57.41,44.16,69.67,-10.93,-31.37,8.71,-5.9011,54.0,0.1573,0,,54,-10.93,0,
HR20=55 CV<==0.7,232,204,28,123,81,0,60.29,53.45,66.76,-7.6,-17.93,2.93,-15.5021,204.0,0.2933,0,,204,-7.6,0,
HR20=55 CV<==0.8,350,307,43,183,124,0,59.61,54.03,64.95,-8.1,-16.7,0.87,-24.8605,307.0,0.3256,0,,307,-8.1,0,
HR20=55 CV<==0.9,498,433,65,260,173,0,60.05,55.36,64.55,-6.98,-14.0,0.09,-30.2058,433.0,0.3983,0,,433,-6.98,0,
HR20=55 CV<==1.0,723,630,93,389,241,0,61.75,57.89,65.46,-4.39,-10.91,1.94,-27.6529,630.0,0.453,0,,630,-4.39,0,
HR20=55 CV<==1.1,795,692,103,424,268,0,61.27,57.59,64.83,-5.09,-10.9,0.52,-35.2176,692.0,0.44,0,,692,-5.09,0,
HR20=50 CV<==0.4,11,10,1,5,5,0,50.0,23.66,76.34,2.2,-60.8,65.8,0.2197,10.0,,0,,10,2.2,0,
HR20=50 CV<==0.5,27,26,1,14,12,0,53.85,35.46,71.24,-9.8,-41.62,24.29,-2.5484,26.0,,0,,26,-9.8,0,
HR20=50 CV<==0.6,59,55,4,31,24,0,56.36,43.27,68.63,-12.55,-33.26,8.09,-6.9011,55.0,0.1284,0,,55,-12.55,0,
HR20=50 CV<==0.7,249,216,33,129,87,0,59.72,53.07,66.04,-7.92,-17.69,2.6,-17.1139,216.0,0.2883,0,,216,-7.92,0,
HR20=50 CV<==0.8,370,322,48,190,132,0,59.01,53.56,64.24,-8.65,-17.31,-0.28,-27.8662,322.0,0.3192,0,,322,-8.65,0,
HR20=50 CV<==0.9,543,467,76,278,189,0,59.53,55.02,63.89,-6.6,-13.58,-0.03,-30.803,467.0,0.4031,0,,467,-6.6,0,
HR20=50 CV<==1.0,814,700,114,424,276,0,60.57,56.9,64.12,-4.85,-11.07,1.04,-33.9337,700.0,0.4336,0,,700,-4.85,0,
