combo_label,n_total,n_graded,n_ungraded,wins,losses,pushes,hit_rate_pct,hit_rate_ci95_low,hit_rate_ci95_high,roi_pct,roi_ci95_low,roi_ci95_high,profit_units,stake_units,balanced_score,devig_grd,devig_roi,onesided_std_grd,onesided_std_roi,onesided_alt_grd,onesided_alt_roi
HR20=90 CV<==0.4,0,0,0,0,0,0,,,,,,,0.0,0.0,,0,,0,,0,
HR20=90 CV<==0.5,0,0,0,0,0,0,,,,,,,0.0,0.0,,0,,0,,0,
HR20=90 CV<==0.6,1,1,0,1,0,0,100.0,20.65,100.0,21.05,21.05,21.05,0.2105,1.0,,0,,1,21.05,0,
HR20=90 CV<==0.7,2,2,0,2,0,0,100.0,34.24,100.0,27.19,21.05,33.33,0.5439,2.0,,0,,2,27.19,0,
HR20=90 CV<==0.8,2,2,0,2,0,0,100.0,34.24,100.0,27.19,21.05,33.33,0.5439,2.0,,0,,2,27.19,0,
HR20=90 CV<==0.9,2,2,0,2,0,0,100.0,34.24,100.0,27.19,21.05,33.33,0.5439,2.0,,0,,2,27.19,0,
HR20=90 CV<==1.0,2,2,0,2,0,0,100.0,34.24,100.0,27.19,21.05,33.33,0.5439,2.0,,0,,2,27.19,0,
HR20=90 CV<==1.1,2,2,0,2,0,0,100.0,34.24,100.0,27.19,21.05,33.33,0.5439,2.0,,0,,2,27.19,0,
HR20=85 CV<==0.4,0,0,0,0,0,0,,,,,,,0.0,0.0,,0,,0,,0,
HR20=85 CV<==0.5,2,2,0,2,0,0,100.0,34.24,100.0,31.82,30.3,33.33,0.6364,2.0,,0,,2,31.82,0,
HR20=85 CV<==0.6,3,3,0,3,0,0,100.0,43.85,100.0,28.23,21.05,33.33,0.8469,3.0,,0,,3,28.23,0,
HR20=85 CV<==0.7,4,4,0,4,0,0,100.0,51.01,100.0,29.51,24.12,33.33,1.1802,4.0,,0,,4,29.51,0,
HR20=85 CV<==0.8,5,5,0,5,0,0,100.0,56.55,100.0,29.32,25.01,32.73,1.4659,5.0,0.85,0,,5,29.32,0,
HR20=85 CV<==0.9,5,5,0,5,0,0,100.0,56.55,100.0,29.32,25.01,32.73,1.4659,5.0,0.85,0,,5,29.32,0,
HR20=85 CV<==1.0,5,5,0,5,0,0,100.0,56.55,100.0,29.32,25.01,32.73,1.4659,5.0,0.85,0,,5,29.32,0,
HR20=85 CV<==1.1,5,5,0,5,0,0,100.0,56.55,100.0,29.32,25.01,32.73,1.4659,5.0,0.85,0,,5,29.32,0,
HR20=80 CV<==0.4,0,0,0,0,0,0,,,,,,,0.0,0.0,,0,,0,,0,
HR20=80 CV<==0.5,2,2,0,2,0,0,100.0,34.24,100.0,31.82,30.3,33.33,0.6364,2.0,,0,,2,31.82,0,
HR20=80 CV<==0.6,3,3,0,3,0,0,100.0,43.85,100.0,28.23,21.05,33.33,0.8469,3.0,,0,,3,28.23,0,
HR20=80 CV<==0.7,6,6,0,6,0,0,100.0,60.97,100.0,30.17,26.41,32.73,1.8105,6.0,0.86,0,,6,30.17,0,
HR20=80 CV<==0.8,7,7,0,7,0,0,100.0,64.57,100.0,29.95,26.77,32.45,2.0962,7.0,0.87,0,,7,29.95,0,
HR20=80 CV<==0.9,7,7,0,7,0,0,100.0,64.57,100.0,29.95,26.77,32.45,2.0962,7.0,0.87,0,,7,29.95,0,
HR20=80 CV<==1.0,7,7,0,7,0,0,100.0,64.57,100.0,29.95,26.77,32.45,2.0962,7.0,0.87,0,,7,29.95,0,
HR20=80 CV<==1.1,7,7,0,7,0,0,100.0,64.57,100.0,29.95,26.77,32.45,2.0962,7.0,0.87,0,,7,29.95,0,
HR20=75 CV<==0.4,0,0,0,0,0,0,,,,,,,0.0,0.0,,0,,0,,0,
HR20=75 CV<==0.5,2,2,0,2,0,0,100.0,34.24,100.0,31.82,30.3,33.33,0.6364,2.0,,0,,2,31.82,0,
HR20=75 CV<==0.6,3,3,0,3,0,0,100.0,43.85,100.0,28.23,21.05,33.33,0.8469,3.0,,0,,3,28.23,0,
HR20=75 CV<==0.7,6,6,0,6,0,0,100.0,60.97,100.0,30.17,26.41,32.73,1.8105,6.0,0.86,0,,6,30.17,0,
HR20=75 CV<==0.8,9,9,0,8,1,0,88.89,56.5,98.01,15.35,-13.82,31.43,1.3819,9.0,0.8761,0,,9,15.35,0,
HR20=75 CV<==0.9,10,10,0,9,1,0,90.0,59.58,98.21,16.04,-10.96,30.67,1.6041,10.0,0.9,0,,10,16.04,0,
HR20=75 CV<==1.0,10,10,0,9,1,0,90.0,59.58,98.21,16.04,-10.96,30.67,1.6041,10.0,0.9,0,,10,16.04,0,
HR20=75 CV<==1.1,10,10,0,9,1,0,90.0,59.58,98.21,16.04,-10.96,30.67,1.6041,10.0,0.9,0,,10,16.04,0,
HR20=70 CV<==0.4,0,0,0,0,0,0,,,,,,,0.0,0.0,,0,,0,,0,
HR20=70 CV<==0.5,2,2,0,2,0,0,100.0,34.24,100.0,31.82,30.3,33.33,0.6364,2.0,,0,,2,31.82,0,
HR20=70 CV<==0.6,3,3,0,3,0,0,100.0,43.85,100.0,28.23,21.05,33.33,0.8469,3.0,,0,,3,28.23,0,
HR20=70 CV<==0.7,6,6,0,6,0,0,100.0,60.97,100.0,30.17,26.41,32.73,1.8105,6.0,0.86,0,,6,30.17,0,
HR20=70 CV<==0.8,11,11,0,9,2,0,81.82,52.3,94.86,6.27,-29.04,30.76,0.6896,11.0,0.7204,0,,11,6.27,0,
HR20=70 CV<==0.9,12,12,0,10,2,0,83.33,55.2,95.3,7.6,-24.44,29.76,0.9118,12.0,0.7626,0,,12,7.6,0,
HR20=70 CV<==1.0,12,12,0,10,2,0,83.33,55.2,95.3,7.6,-24.44,29.76,0.9118,12.0,0.7626,0,,12,7.6,0,
HR20=70 CV<==1.1,13,13,0,10,3,0,76.92,49.74,91.82,-0.68,-31.57,27.96,-0.0882,13.0,0.6097,0,,13,-0.68,0,
HR20=65 CV<==0.4,0,0,0,0,0,0,,,,,,,0.0,0.0,,0,,0,,0,
HR20=65 CV<==0.5,2,2,0,2,0,0,100.0,34.24,100.0,31.82,30.3,33.33,0.6364,2.0,,0,,2,31.82,0,
HR20=65 CV<==0.6,3,3,0,3,0,0,100.0,43.85,100.0,28.23,21.05,33.33,0.8469,3.0,,0,,3,28.23,0,
