combo_label,n_total,n_graded,n_ungraded,wins,losses,pushes,hit_rate_pct,hit_rate_ci95_low,hit_rate_ci95_high,roi_pct,roi_ci95_low,roi_ci95_high,profit_units,stake_units,balanced_score,devig_grd,devig_roi,onesided_std_grd,onesided_std_roi,onesided_alt_grd,onesided_alt_roi
HR20=90 CV<==0.4,0,0,0,0,0,0,,,,,,,0.0,0.0,,0,,0,,0,
HR20=90 CV<==0.5,1,1,0,1,0,0,100.0,20.65,100.0,50.0,50.0,50.0,0.5,1.0,,0,,1,50.0,0,
HR20=90 CV<==0.6,12,4,8,3,1,0,75.0,30.06,95.44,8.48,-63.64,47.73,0.3392,4.0,,0,,4,8.48,0,
HR20=90 CV<==0.7,23,7,16,6,1,0,85.71,48.69,97.43,21.3,-20.19,43.92,1.4913,7.0,,0,,7,21.3,0,
HR20=90 CV<==0.8,35,8,27,7,1,0,87.5,52.91,97.76,24.32,-13.03,44.3,1.9459,8.0,,0,,8,24.32,0,
HR20=90 CV<==0.9,35,8,27,7,1,0,87.5,52.91,97.76,24.32,-13.03,44.3,1.9459,8.0,,0,,8,24.32,0,
HR20=90 CV<==1.0,45,11,34,9,2,0,81.82,52.3,94.86,15.83,-22.46,42.9,1.7412,11.0,,1,-100.0,10,27.41,0,
HR20=90 CV<==1.1,47,12,35,10,2,0,83.33,55.2,95.3,19.27,-16.57,44.17,2.3126,12.0,,2,-21.43,10,27.41,0,
HR20=85 CV<==0.4,0,0,0,0,0,0,,,,,,,0.0,0.0,,0,,0,,0,
HR20=85 CV<==0.5,2,2,0,2,0,0,100.0,34.24,100.0,50.0,50.0,50.0,1.0,2.0,,0,,2,50.0,0,
HR20=85 CV<==0.6,13,5,8,4,1,0,80.0,37.55,96.38,16.78,-42.31,49.09,0.8392,5.0,,0,,5,16.78,0,
HR20=85 CV<==0.7,39,13,26,11,2,0,84.62,57.76,95.67,20.92,-12.2,44.25,2.7194,13.0,,2,51.32,11,15.39,0,
HR20=85 CV<==0.8,54,17,37,13,4,0,76.47,52.74,90.45,9.85,-21.49,35.85,1.6739,17.0,,3,0.88,14,11.77,0,
HR20=85 CV<==0.9,67,23,44,18,5,0,78.26,58.1,90.34,12.18,-13.63,34.93,2.8024,23.0,,4,-24.34,19,19.87,0,
HR20=85 CV<==1.0,77,26,51,20,6,0,76.92,57.95,88.97,9.99,-13.17,32.45,2.5977,26.0,,5,-39.47,21,21.77,0,
HR20=85 CV<==1.1,82,28,54,21,7,0,75.0,56.64,87.32,7.75,-16.93,29.01,2.1692,28.0,,6,-23.37,22,16.23,0,
HR20=80 CV<==0.4,0,0,0,0,0,0,,,,,,,0.0,0.0,,0,,0,,0,
HR20=80 CV<==0.5,4,3,1,3,0,0,100.0,43.85,100.0,71.67,50.0,115.0,2.15,3.0,,1,115.0,2,50.0,0,
HR20=80 CV<==0.6,23,7,16,6,1,0,85.71,48.69,97.43,33.61,-17.53,74.26,2.3528,7.0,,1,115.0,6,20.05,0,
HR20=80 CV<==0.7,55,19,36,15,4,0,78.95,56.67,91.49,18.73,-10.41,43.67,3.5593,19.0,,6,41.71,13,8.13,0,
HR20=80 CV<==0.8,131,30,101,22,8,0,73.33,55.55,85.82,9.36,-14.45,31.94,2.8073,30.0,,10,1.48,20,13.3,0,
HR20=80 CV<==0.9,160,46,114,34,12,0,73.91,59.74,84.4,9.88,-9.39,28.91,4.5445,46.0,,15,0.73,31,14.31,0,
HR20=80 CV<==1.0,191,55,136,41,14,0,74.55,61.7,84.19,10.48,-8.15,25.87,5.7641,55.0,0.5868,20,-0.95,35,17.01,0,
HR20=80 CV<==1.1,228,66,162,48,18,0,72.73,60.96,82.0,8.01,-7.51,23.79,5.2835,66.0,0.5444,24,2.9,42,10.92,0,
HR20=75 CV<==0.4,0,0,0,0,0,0,,,,,,,0.0,0.0,,0,,0,,0,
HR20=75 CV<==0.5,4,3,1,3,0,0,100.0,43.85,100.0,71.67,50.0,115.0,2.15,3.0,,1,115.0,2,50.0,0,
HR20=75 CV<==0.6,31,7,24,6,1,0,85.71,48.69,97.43,33.61,-17.53,74.26,2.3528,7.0,,1,115.0,6,20.05,0,
HR20=75 CV<==0.7,93,24,69,17,7,0,70.83,50.83,85.09,6.68,-22.58,33.66,1.6039,24.0,,8,26.4,16,-3.18,0,
HR20=75 CV<==0.8,219,43,176,29,14,0,67.44,52.52,79.51,1.96,-19.76,22.92,0.844,43.0,,18,2.28,25,1.74,0,
HR20=75 CV<==0.9,280,74,206,49,25,0,66.22,54.88,75.95,-0.1,-16.55,16.41,-0.0726,74.0,0.3855,30,-5.69,44,3.72,0,
HR20=75 CV<==1.0,349,92,257,61,31,0,66.3,56.17,75.14,-0.65,-14.25,12.79,-0.594,92.0,0.3893,37,-6.78,55,3.48,0,
HR20=75 CV<==1.1,418,118,300,80,38,0,67.8,58.92,75.55,1.34,-11.15,13.24,1.5772,118.0,0.4398,44,0.13,74,2.05,0,
HR20=70 CV<==0.4,0,0,0,0,0,0,,,,,,,0.0,0.0,,0,,0,,0,
HR20=70 CV<==0.5,6,4,2,3,1,0,75.0,30.06,95.44,28.75,-62.5,98.75,1.15,4.0,,2,7.5,2,50.0,0,
HR20=70 CV<==0.6,42,13,29,9,4,0,69.23,42.37,87.32,14.2,-29.04,55.85,1.8458,13.0,,6,1.94,7,24.7,0,
HR20=70 CV<==0.7,143,37,106,23,14,0,62.16,46.1,75.94,-3.4,-27.45,19.78,-1.2565,37.0,,16,7.66,21,-11.82,0,
HR20=70 CV<==0.8,328,66,262,41,25,0,62.12,50.06,72.85,-4.14,-23.64,14.17,-2.7299,66.0,0.2902,30,1.43,36,-8.77,0,
HR20=70 CV<==0.9,449,124,325,82,42,0,66.13,57.43,73.86,1.12,-12.32,14.15,1.3877,124.0,0.4194,53,6.53,71,-2.92,0,
HR20=70 CV<==1.0,584,162,422,106,56,0,65.43,57.83,72.32,-0.16,-11.56,10.73,-0.2568,162.0,0.4152,73,-0.13,89,-0.18,0,
HR20=70 CV<==1.1,764,222,542,144,78,0,64.86,58.38,70.84,-1.04,-11.16,8.61,-2.3105,222.0,0.4267,97,3.57,125,-4.62,0,
HR20=65 CV<==0.4,0,0,0,0,0,0,,,,,,,0.0,0.0,,0,,0,,0,
HR20=65 CV<==0.5,6,4,2,3,1,0,75.0,30.06,95.44,28.75,-62.5,98.75,1.15,4.0,,2,7.5,2,50.0,0,
HR20=65 CV<==0.6,54,14,40,10,4,0,71.43,45.35,88.28,22.83,-24.87,65.7,3.1958,14.0,,7,20.95,7,24.7,0,
HR20=65 CV<==0.7,168,41,127,26,15,0,63.41,48.12,76.41,0.01,-23.55,23.99,0.0026,41.0,,18,8.75,23,-6.84,0,
HR20=65 CV<==0.8,386,82,304,53,29,0,64.63,53.84,74.11,2.24,-13.75,18.95,1.8335,82.0,0.3927,40,8.45,42,-3.68,0,
HR20=65 CV<==0.9,641,163,478,107,56,0,65.64,58.07,72.5,2.85,-9.5,14.37,4.6491,163.0,0.4484,81,8.76,82,-2.98,0,
HR20=65 CV<==1.0,853,225,628,147,78,0,65.33,58.9,71.25,2.14,-7.67,11.57,4.8226,225.0,0.4658,115,5.72,110,-1.59,0,
HR20=65 CV<==1.1,1105,309,796,203,106,0,65.7,60.24,70.77,2.42,-5.62,10.6,7.4917,309.0,0.5115,150,10.72,159,-5.4,0,
HR20=60 CV<==0.4,0,0,0,0,0,0,,,,,,,0.0,0.0,,0,,0,,0,
HR20=60 CV<==0.5,6,4,2,3,1,0,75.0,30.06,95.44,28.75,-62.5,98.75,1.15,4.0,,2,7.5,2,50.0,0,
HR20=60 CV<==0.6,56,15,41,11,4,0,73.33,48.05,89.1,26.86,-15.07,68.9,4.0291,15.0,,8,28.75,7,24.7,0,
HR20=60 CV<==0.7,186,45,141,29,16,0,64.44,49.84,76.78,2.51,-20.88,24.74,1.1276,45.0,,22,12.28,23,-6.84,0,
HR20=60 CV<==0.8,448,92,356,60,32,0,65.22,55.05,74.16,3.97,-12.82,18.57,3.6528,92.0,0.422,48,11.88,44,-4.65,0,
HR20=60 CV<==0.9,746,188,558,121,67,0,64.36,57.29,70.86,1.75,-8.75,12.46,3.2903,188.0,0.4328,101,7.66,87,-5.11,0,
HR20=60 CV<==1.0,1073,273,800,174,99,0,63.74,57.88,69.21,0.8,-8.53,9.2,2.1903,273.0,0.4544,150,5.31,123,-4.69,0,
HR20=60 CV<==1.1,1455,384,1071,247,137,0,64.32,59.41,68.95,1.37,-6.52,8.66,5.2782,384.0,0.518,204,9.74,180,-8.11,0,
HR20=55 CV<==0.4,0,0,0,0,0,0,,,,,,,0.0,0.0,,0,,0,,0,
HR20=55 CV<==0.5,6,4,2,3,1,0,75.0,30.06,95.44,28.75,-62.5,98.75,1.15,4.0,,2,7.5,2,50.0,0,
