tier,stat_family,status,recommended_combo,n_pool,graded_n,ungraded_n,wins,losses,pushes,HR,HR_ci95_low,HR_ci95_high,ROI,ROI_ci95_low,ROI_ci95_high,P_and_L,balanced_score,devig_grd,devig_roi,onesided_std_grd,onesided_std_roi,over_grd,over_roi,under_grd,under_roi,daily_consistency_score,daily_graded_days,outlier_top1_pct_of_net,outlier_top5_pct_of_net,is_outlier_dependent,corr_hr20_vs_profit,corr_edge_vs_profit,corr_cv_vs_profit,corr_tp_vs_profit,artifact_json
front_lines,runs,ok,EDG=0,415,120,19,83,37,0,69.17,60.42,76.73,10.46,-2.66,23.64,12.554,0.6942,119,11.39,1,-100.0,26,-29.42,94,21.49,0.542,24,11.55,55.36,False,0.0287,0.0385,-0.0344,0.2933,/app/backend/audits/gss_mlb_front_lines_runs_2025-06-01_2025-06-28_20260519T003942.json
front_lines,batter_strikeouts,ok,HR20=60 EDG=0,256,52,6,36,16,0,69.23,55.73,80.09,9.42,-10.92,28.39,4.8996,0.6808,0,,52,9.42,52,9.42,0,,0.571,21,18.55,84.87,True,0.1259,0.0105,-0.1266,0.0732,/app/backend/audits/gss_mlb_front_lines_batter_strikeouts_2025-06-01_2025-06-28_20260519T003942.json
front_lines,pitcher_strikeouts,ok,TP=65 EDG=-5,1801,473,6,285,188,0,60.25,55.78,64.56,-0.08,-7.64,7.71,-0.3786,0.4773,349,-0.21,124,0.28,473,-0.08,0,,0.5,28,-390.87,-1920.04,False,0.0026,0.0118,-0.0073,0.0177,/app/backend/audits/gss_mlb_front_lines_pitcher_strikeouts_2025-06-01_2025-06-28_20260519T003942.json
front_lines,total_bases,ok,HR20=55,162,50,4,27,23,0,54.0,40.4,67.03,0.73,-26.62,27.21,0.3641,0.4073,44,-1.68,6,18.42,28,-20.03,22,27.15,0.3,10,384.51,1853.87,True,0.0511,-0.1318,-0.0421,-0.1114,/app/backend/audits/gss_mlb_front_lines_total_bases_2025-06-01_2025-06-28_20260519T003942.json
front_lines,hits,ok,BK=2,165,126,24,66,60,0,52.38,43.72,60.9,-0.66,-17.17,16.02,-0.8341,0.3732,125,-1.02,1,43.48,68,-19.36,58,21.26,0.4,10,-169.04,-829.6,False,0.0164,-0.0232,-0.0089,-0.1346,/app/backend/audits/gss_mlb_front_lines_hits_2025-06-01_2025-06-28_20260519T003942.json
front_lines,earned_runs,ok,HR20=55,1408,351,5,197,154,0,56.13,50.9,61.22,-7.08,-16.27,2.2,-24.8508,0.3558,190,-4.22,161,-10.46,257,-11.19,94,4.15,0.259,27,-5.59,-27.12,False,-0.0033,-0.0718,-0.0071,-0.0139,/app/backend/audits/gss_mlb_front_lines_earned_runs_2025-06-01_2025-06-28_20260519T003942.json
front_lines,hits_runs_rbis,no_pool,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
front_lines,rbis,no_pool,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
front_lines,pitcher_hits_allowed,no_pool,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
front_lines,pitcher_walks,no_pool,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
front_lines,stolen_bases,no_pool,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
front_lines,batter_walks,no_pool,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
